,Crime Type,Year,Latitude (Arlington),Longitude (Arlington)
300,THREAT: ORALLY TO SCHOOL EMPLOYEE,2019,38.84878186,-77.11351751
301,PETIT LARCENY: SHOPLIFTING,2019,38.86571733,-77.06112606
302,GRAND LARCENY: SHOPLIFTING,2019,38.86430633,-77.05860993
303,GRAND LARCENY: SHOPLIFTING,2019,38.86470097,-77.06258584
304,SHOPLIFTING: CONCEALING MERCHANDISE/ALTERING PRICE =$500,2019,38.89743074,-77.12100386
305,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.90251373,-77.13810906
306,STRANGULATION,2019,38.85466128,-77.05190415
307,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89303752,-77.07651368
308,DUI,2019,38.90055809,-77.07227673
309,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.8529035,-77.11925533
310,GRAND LARCENY: SHOPLIFTING,2019,38.86310826,-77.06203196
311,THREAT: TO EXTORT MONEY,2019,38.8796867,-77.10936047
312,GRAND LARCENY: ALL OTHER LARCENY,2019,38.8645312,-77.08434919
313,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88037152,-77.11201927
314,HIT AND RUN - PASSENGER FAIL TO REPORT ATTENDED PROPERTY: INJURY/DEATH,2019,38.89537258,-77.14313801
315,ROBBERY,2019,38.87098225,-77.06734005
316,PETIT LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.84362807,-77.08916617
317,GRAND LARCENY: SHOPLIFTING,2019,38.8643195,-77.05866461
318,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.89050326,-77.09142596
319,GRAND LARCENY: ALL OTHER LARCENY,2019,38.88581667,-77.09020142
320,PETIT LARCENY: ALL OTHER LARCENY 3+ OFFENSE,2019,38.89547343,-77.07541522
321,PETIT LARCENY: THEFT FROM BUILDING,2019,38.87062806,-77.10435302
322,GRAND LARCENY: SHOPLIFTING,2019,38.86256193,-77.05867825
323,PETIT LARCENY: SHOPLIFTING,2019,38.86253928,-77.06198039
324,GRAND LARCENY: SHOPLIFTING,2019,38.8654078,-77.08254293
325,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.86404112,-77.06139559
326,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.83971148,-77.08628449
327,SHOPLIFTING: CONCEALING MERCHANDISE/ALTERING PRICE $500,2019,38.89305094,-77.07314273
328,GRAND LARCENY: THEFT FROM BUILDING,2019,38.862519799999994,-77.06051236
329,ROBBERY,2019,38.89597357,-77.07639586
330,PROFANE/THREATENING LANGUAGE VIA PHONE OR CB RADIO,2019,38.86514824,-77.12760482
331,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.84935953,-77.05457257
332,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.87930418,-77.1130607
333,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.89690709,-77.06983264
334,DUI,2019,38.89697808,-77.0729346
335,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.88841433,-77.08116759
336,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.83089552,-77.09540144
337,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.85899146,-77.05795603
338,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.89160747,-77.08210024
339,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY =$1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.85778506,-77.08575823
340,GRAND LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.85751814,-77.05620917
341,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.8345383,-77.09124562
342,PETIT LARCENY: SHOPLIFTING,2019,38.85722036,-77.10985693
343,PETIT LARCENY: ALL OTHER LARCENY 3+ OFFENSE,2019,38.89580661,-77.07564845
344,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.83121177,-77.09301085
345,GRAND LARCENY: SHOPLIFTING,2019,38.88905607,-77.09093789
346,DUI,2019,38.85129997,-77.0991654
347,TRESPASSING,2019,38.88860045,-77.08684953
348,VIOLATE PROTECTIVE ORDER ISSUED UNDER 16.1 OR 20-103(B): MISDEMEANOR,2019,38.88447992,-77.12906147
349,OBSTRUCTION OF JUSTICE/RESISTING ARREST/FLEEING FROM L.E.O./LYING TO L.E.O. RE: CRIME OF ANOTHER,2019,38.87955666,-77.11068287
350,PETIT LARCENY: THEFT FROM BUILDING,2019,38.86374787,-77.06139013
351,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.85749345,-77.05750777
352,ASSAULT & BATTERY,2019,38.85077599,-77.08012421
353,THREAT: IN WRITING,2019,38.84856206,-77.10983045
354,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.88860215,-77.10499586
355,DUI,2019,38.89360285,-77.08250190000001
356,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.88549325,-77.0938113
357,DISORDERLY CONDUCT,2019,38.88775776,-77.09731513
358,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88975036,-77.09295829
359,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88796935,-77.09772207
360,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.85013638,-77.11678015
361,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88821755,-77.09555016
362,ASSAULT & BATTERY,2019,38.88696014,-77.092087
363,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.85007578,-77.11110741
364,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.88990221,-77.08152649
365,GRAND LARCENY: POCKET PICKING,2019,38.86243171,-77.05579519
366,FALSE STATEMENTS TO OBTAIN PROPERTY/CREDIT =$500 ACTUALLY OBTAINED,2019,38.88575894,-77.11629782
367,PETIT LARCENY: ALL OTHER LARCENY,2019,38.86432359,-77.05921531
368,DUI,2019,38.8881304,-77.15101017
369,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88093188,-77.11231456
370,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY =$1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.86585923,-77.05775913
371,TRESPASSING,2019,38.88047879999999,-77.11265043
372,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.86271948,-77.06145176
373,AGGRAVATED SEXUAL BATTERY,2019,38.88831835,-77.10974993
374,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.88220139,-77.0873784
375,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.85757873,-77.11238574
376,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.88071463,-77.109634
377,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.89441547,-77.08181651
378,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.8554723,-77.04825239
379,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.883776899999994,-77.10147238
380,ASSAULT & BATTERY,2019,38.85150012,-77.05487799
381,PETIT LARCENY: PURSE SNATCHING,2019,38.85709337,-77.05357433
382,ARSON,2019,38.88500173,-77.1073273
383,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.88966938,-77.08216893
384,DUI,2019,38.85327705,-77.08660005
385,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.87445579999999,-77.10989059
386,DUI,2019,38.89666006,-77.06931134
387,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.84040419,-77.09099749
388,POSSESSION OF SCHEDULE III/IV/V/VI/CANNABIMIMETIC AGENT,2019,38.88878824,-77.15470047
389,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.87271077,-77.10393742
390,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.89512489,-77.12686252
391,INHALING DRUGS,2019,38.86077846,-77.06371311
392,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.86523051,-77.07550379999999
393,GRAND LARCENY: POCKET PICKING,2019,38.86224302,-77.05880554
394,GRAND LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.84849018,-77.07648953
395,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.86165653,-77.06597611
396,ASSAULT & BATTERY,2019,38.85466813,-77.05341176
397,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.8546551,-77.11320488
398,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.88573917,-77.09001091
399,PETIT LARCENY: SHOPLIFTING,2019,38.86585303,-77.0605975
400,DUI,2019,38.86867128,-77.08916399
401,USE ELECTRONIC MEANS FOR CHILD SEX CRIME OR PORNOGRAPHY,2019,38.86307197,-77.12862041
402,PETIT LARCENY: SHOPLIFTING,2019,38.86583397,-77.0609634
403,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.863971,-77.06184551
404,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.87619098,-77.09785316
405,GRAND LARCENY: SHOPLIFTING,2019,38.8629416,-77.06139913
406,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.88239739,-77.10696247
407,PETIT LARCENY: THEFT FROM BUILDING,2019,38.86539598,-77.05431195
408,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.85306088,-77.05347863
409,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.89498005,-77.07531245
410,GRAND LARCENY: ALL OTHER LARCENY,2019,38.88055926,-77.10818215
411,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.89057821,-77.08697331
412,POSSESSION OF BURGLARIOUS TOOLS,2019,38.86492097,-77.06488344
413,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.89596358,-77.08394685
414,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.84848978,-77.09851503
415,FUGITIVE FROM JUSTICE MISDEMEANOR CHARGE,2019,38.85297106,-77.05159514
416,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.88352705,-77.09526829
417,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88991215,-77.09713119
418,GIVE FALSE IDENTITY TO LAW ENFORCEMENT OFFICER WHILE DETAINED,2019,38.85636363,-77.05470203
419,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89328343,-77.15229564
420,ASSAULT & BATTERY,2019,38.86180962,-77.09007886
421,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.884915500000005,-77.09579483
422,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.88428176,-77.10841934
423,PETIT LARCENY: SHOPLIFTING,2019,38.86498473,-77.05845649999999
424,PETIT LARCENY: ALL OTHER LARCENY,2019,38.88335038,-77.11400242
425,POSSESSION OF MARIJUANA,2019,38.86301768,-77.05869872
426,PETIT LARCENY: SHOPLIFTING,2019,38.86605472,-77.05841835
427,PETIT LARCENY:  SHOPLIFTING 3+ OFFENSE,2019,38.86263314,-77.06033264
428,PETIT LARCENY: ALL OTHER LARCENY,2019,38.86093026,-77.05783726
429,POSSESS WEAPON AT SCHOOL: FELONY,2019,38.84822919,-77.11368437
430,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.88929135,-77.08246681
431,PETIT LARCENY: ALL OTHER LARCENY,2019,38.920132,-77.13530396
432,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.896361799999994,-77.14550404
433,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.86351407,-77.06177326
434,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.86240238,-77.05902134
435,DUI,2019,38.85496736,-77.08437852
436,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89090633,-77.15223976
437,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.867349,-77.07074537
438,POSSESSION OF CHILD PORNOGRAPHY,2019,38.86545274,-77.05541696
439,AGGRAVATED MALICIOUS WOUNDING,2019,38.87241887,-77.14223774
440,ELUDING POLICE -ENDANGER PERSONS OR POLICE CAR,2019,38.85799876,-77.08050952
441,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.84562995,-77.05429889
442,GRAND LARCENY: SHOPLIFTING,2019,38.86183276,-77.05577809
443,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.89782795,-77.15832678
444,USE COMPUTER FOR HARASSMENT,2019,38.86121684,-77.05641265
445,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88732729,-77.12819559
446,STRANGULATION,2019,38.84483614,-77.08218909
447,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.88024419,-77.11412733
448,MANUF/SELL/GIVE/DISTRIBUTE/PWID CONTROL SUBSTANCE: FELONY,2019,38.88870298,-77.08475008
449,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.87416764,-77.10870444
450,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.86449476,-77.08531561
451,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88866473,-77.09172057
452,GRAND LARCENY: ALL OTHER LARCENY,2019,38.84953119,-77.04953104
453,BUY/RECEIVE STOLEN GOODS =$500,2019,38.86556719,-77.06185712
454,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.85107449,-77.10710202
455,ASSAULT & BATTERY,2019,38.85770472,-77.09900351
456,ROBBERY,2019,38.87047336,-77.14587796
457,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.84678153,-77.09393329
458,INDECENT LIBERTIES W/CHILD,2019,38.89627627,-77.12118257
459,POSSESSION OF MARIJUANA,2019,38.88872731,-77.10903286
460,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.85878052,-77.0754688
461,CONTROL OF DANGEROUS DOGS - ATTACKS COMPANION ANIMAL OR BITES PERSON,2019,38.86548818,-77.08647429
462,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.85510458,-77.05726602
463,DUI,2019,38.8865912,-77.10973617
464,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.89014056,-77.09075657
465,FORGING/UTTERING ANY WRITING OTHER THAN PUBLIC RECORD/CURRENCY,2019,38.85652299,-77.09238304
466,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.87129665,-77.08351795
467,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89009312,-77.13990118
468,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88921402,-77.08655943
469,POSSESSION OF MARIJUANA,2019,38.86455267,-77.05896997
470,MANUF/SELL/GIVE/DISTRIBUTE/PWID CONTROL SUBSTANCE: FELONY,2019,38.88953891,-77.08500203
471,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.88218055,-77.10737296
472,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.85520775,-77.11302076
473,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.86241459,-77.06502602
474,ALTER OR FORGE LICENSE PLATE OR DECAL,2019,38.85393346,-77.11865541
475,PETIT LARCENY: SHOPLIFTING,2019,38.8824071,-77.10579822
476,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY =$1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.89437747,-77.07498176
477,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89247599,-77.14283153
478,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY =$1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.89655566,-77.07084009
479,GRAND LARCENY: SHOPLIFTING,2019,38.86492511,-77.06134291
480,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.88875187,-77.08193158
481,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.86213247,-77.0820672
482,PETIT LARCENY: SHOPLIFTING,2019,38.8632163,-77.05767878
483,UNLAWFUL ENTRY,2019,38.88946056,-77.08085902
484,ROBBERY,2019,38.86430763,-77.06135969
485,ROBBERY,2019,38.86500421,-77.08375066
486,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.88463986,-77.09844561
487,POSSESSION OF MARIJUANA,2019,38.88933321,-77.08173719
488,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.86647717,-77.07683967
489,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.86258018,-77.05891577
490,ASSAULT & BATTERY: POLICE/FIRE/EMT/JUDGE/ETC OR BIAS MOTIVATED W/ BODILY INJURY,2019,38.86512717,-77.06130665
491,SHOPLIFTING: CONCEALING MERCHANDISE/ALTERING PRICE $500,2019,38.89513973,-77.07542824
492,USE COMPUTER FOR HARASSMENT,2019,38.85371714,-77.05308775
493,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.88990385,-77.13041161
494,TRESPASSING,2019,38.85527636,-77.11135524
495,POSSESSION OF MARIJUANA,2019,38.85086792,-77.05293994
496,POSSESSION OF MARIJUANA,2019,38.90200989,-77.14151498
497,SEXUAL BATTERY,2019,38.89140291,-77.08483375
498,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88591379,-77.09791352
499,PETIT LARCENY: SHOPLIFTING,2019,38.86527359,-77.06235119
500,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.87036509,-77.10503815
501,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.85117611,-77.0991449
502,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.85591131,-77.11769659
503,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89707841,-77.10873166
504,POSSESSION OF MARIJUANA,2019,38.87410221,-77.04642565
505,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.86509238,-77.05844925
506,UNLAWFUL ENTRY,2019,38.88047595,-77.10589852
507,DUI,2019,38.88968606,-77.0941371
508,GRAND LARCENY: THEFT FROM BUILDING,2019,38.86277499,-77.06094381
509,DUI,2019,38.89933261,-77.07172209
510,PETIT LARCENY: SHOPLIFTING,2019,38.86492487,-77.05982559
511,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.86261685,-77.05244824
512,"DESTRUCTION, REMOVAL-CHURCH, CEMETERY PROPERTY",2019,38.85048667,-77.08634375
513,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.85942134,-77.09008076
514,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.86465148,-77.05949319
515,GRAND LARCENY: SHOPLIFTING,2019,38.86191953,-77.05623418
516,CREDIT CARD FRAUD $500 W/IN 6 MONTHS OR CONSPIRE WITH ANOTHER,2019,38.85458107,-77.12364509
517,PRODUCTION OF CHILD PORNOGRAPHY,2019,38.86357073,-77.08998277
518,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.87736847,-77.09541417
519,TRESPASSING,2019,38.878943299999996,-77.10966065
520,DUI,2019,38.84584077,-77.08062485
521,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.87645969,-77.1239934
522,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.88645627,-77.09458678
523,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88531782,-77.09496667
524,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.849785100000005,-77.08279291
525,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.89812902,-77.09265782
526,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.89871706,-77.08814201
527,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88946138,-77.09436947
528,POSSESSION OF MARIJUANA,2019,38.86905956,-77.04516966
529,POSSESS FIREARM WHILE IN POSSESSION OF DRUGS,2019,38.8918333,-77.07874455
530,ASSAULT OR BATTERY BY MOB,2019,38.87838569,-77.12235895
531,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.86430283,-77.05570603
532,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.88488953,-77.09188244
533,PROFANE/THREATENING LANGUAGE VIA PHONE OR CB RADIO,2019,38.85390654,-77.11644152
534,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY =$1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88530275,-77.13992375
535,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88799683,-77.14033316
536,PETIT LARCENY: SHOPLIFTING,2019,38.89413868,-77.07619241
537,POSSESSION OF MARIJUANA,2019,38.84565696,-77.08072225
538,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.92957775,-77.11691311
539,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.84896853,-77.10036125
540,"IDENTITY THEFT: FRAUD. USE OF ID, LOSS $500",2019,38.89492644,-77.07031163
541,GRAND LARCENY: THEFT FROM BUILDING,2019,38.84658151,-77.11099238
542,EMBEZZLEMENT =$500,2019,38.89217294,-77.08743422
543,PETIT LARCENY: SHOPLIFTING,2019,38.86284958,-77.05742905
544,USE COMPUTER FOR HARASSMENT,2019,38.88378205,-77.10848964
545,ASSAULT & BATTERY,2019,38.87984723,-77.10378009
546,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.89137845,-77.06920066
547,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.88977775,-77.14182196
548,POSSESSION OF MARIJUANA,2019,38.86155649,-77.09135117
549,DUI,2019,38.85282691,-77.06754695
550,ASSAULT & BATTERY,2019,38.85752996,-77.11438658
551,ASSAULT & BATTERY,2019,38.84426198,-77.07656786
552,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88525887,-77.0948777
553,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.86417823,-77.07267075
554,POSSESSION OF MARIJUANA,2019,38.86513305,-77.07185645
555,POSSESSION OF MARIJUANA,2019,38.86151034,-77.07846957
556,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.89984098,-77.11427138
557,TRESPASSING,2019,38.88889581,-77.08381066
558,GRAND LARCENY: ALL OTHER LARCENY,2019,38.89748318,-77.13383718
559,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88550788,-77.08774147
560,MALICIOUS/UNLAWFUL INJURY BY CAUSTIC AGENT/EXPLOSIVE/FIRE,2019,38.88566988,-77.09372661
561,MANUF/SELL/GIVE/DISTRIBUTE/PWID CONTROL SUBSTANCE: FELONY,2019,38.88909156,-77.08142317
562,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.85013427,-77.07464844
563,CREDIT CARD FRAUD $500 W/IN 6 MONTHS OR CONSPIRE WITH ANOTHER,2019,38.86305367,-77.06231916
564,DISORDERLY CONDUCT,2019,38.88745202,-77.09345545
565,DRIVE DUI SUSPENDED OL/BAC 0.02+ WHILE DUI RESTRICTED/W/OUT INTERLOCK,2019,38.88283382,-77.10536913
566,SEX OFFENDER ENTER SCHOOL OR DAY CARE PROPERTY,2019,38.86569314,-77.09029522
567,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.85333744,-77.10580176
568,MANUF/SELL/GIVE/DISTRIBUTE/PWID CONTROL SUBSTANCE: FELONY,2019,38.88890148,-77.08499989
569,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.87969372,-77.13316173
570,POSSESSING FORGED/COUNTERFEIT COIN OR BANK NOTES 10 COINS/NOTES,2019,38.86272239,-77.0596838
571,ANNOYING PHONE CALLS,2019,38.89462653,-77.09014469
572,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.84036718,-77.10476957
573,CREDIT CARD THEFT,2019,38.88300893,-77.12374554
574,POSSESSION OF MARIJUANA,2019,38.86525854,-77.06769257
575,POSSESSION OF MARIJUANA,2019,38.84578297,-77.11073868
576,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.84308837,-77.07639356
577,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.84532584,-77.07651214
578,FORCIBLE SODOMY,2019,38.87770334,-77.11114924
579,GRAND LARCENY: THEFT FROM BUILDING,2019,38.889458700000006,-77.08447398
580,ID THEFT: OBTAIN 5 IDS TO DEFRAUD/SELL/DISTRIB =$500,2019,38.89394147,-77.07057913
581,POSSESSION OF MARIJUANA,2019,38.85886069,-77.08745215
582,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.86846723,-77.08393897
583,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88119162,-77.10574148
584,POSSESSION OF MARIJUANA,2019,38.8583689,-77.07327990000002
585,SEXUAL BATTERY,2019,38.8504188,-77.08999663
586,"IDENTITY THEFT: FRAUD. USE OF ID, LOSS $500",2019,38.86908278,-77.07337572
587,GRAND LARCENY: POCKET PICKING,2019,38.88550143,-77.09454763
588,PEEPING/SPYING INTO DWELLING,2019,38.88645301,-77.10999015
589,CONSUME/PURCHASE/POSSESS ALCOHOL: 21YO/INTERDICTED/INTOXICATED,2019,38.91550811,-77.11699408
590,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.87797409,-77.09618863
591,ASSAULT OR BATTERY BY MOB,2019,38.84463558,-77.10974446
592,ASSAULT & BATTERY,2019,38.86218703,-77.05457624
593,SELL/GIVE/DISTRIBUTE/PWID MARIJUANA: FELONY,2019,38.89155626,-77.08455732
594,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88278372,-77.10568966
595,INDECENT EXPOSURE,2019,38.88878387,-77.08374364
596,FUGITIVE FROM JUSTICE MISDEMEANOR CHARGE,2019,38.88955603,-77.08610422
597,ROBBERY,2019,38.86312266,-77.06178488
598,ASSAULT & BATTERY,2019,38.89113587,-77.08016211
599,PETIT LARCENY: SHOPLIFTING,2019,38.86044377,-77.05592681
600,GRAND LARCENY: SHOPLIFTING,2019,38.86284516,-77.06200805
601,SHOPLIFTING: CONCEALING MERCHANDISE/ALTERING PRICE $500,2019,38.89571842,-77.07595561
602,CREDIT CARD FRAUD $500 W/IN 6 MONTHS OR CONSPIRE WITH ANOTHER,2019,38.85216363,-77.04793979
603,BURGLARY: W/ INTENT TO COMMIT LARCENY/ASSAULT & BATTERY/OTHER FELONY,2019,38.85477906,-77.08877708
604,TRESPASSING,2019,38.89701232,-77.07048609
605,POSSESSION OR DISTRIBUTION OF CONTROLLED (DRUG) PARAPHERNALIA,2019,38.88903462,-77.08412311
